,address,issue_reported,location_latitude,location_longitude,published_date
6682,Kinney Rd & Delcrest Dr,Traffic Impediment,30.245501,-97.77411,2017-11-30
6683,15139-15300 N Ih 35 Svrd Nb,COLLISION,30.448107,-97.666618,2017-11-10
6684,9800-9907 Trails End Rd,COLLISION WITH INJURY,30.473787,-97.910147,2017-11-13
6685,15100 N Ih 35 Sb,Traffic Hazard,30.44406,-97.667869,2017-11-04
6686,3628 Manchaca Rd,Crash Urgent,30.237143,-97.783717,2017-11-12
6687,S Ih 35 Svrd Sb & St Edwards Dr,Traffic Hazard,30.227899,-97.745065,2017-11-13
6688,5100-5299 Manor Rd,Traffic Impediment,30.298224,-97.686995,2017-11-14
6689,5900 S Ih 35 Sb,Crash Urgent,30.19743,-97.765104,2017-11-18
6690,6000 S Ih 35 Sb,Traffic Hazard,30.195904,-97.766288,2017-11-24
6691,6835 Austin Center Blvd,Crash Service,30.35128,-97.751266,2017-11-30
6692,18602 RIVER TIMBER DR,COLLISION,30.214386,-97.523124,2017-11-07
6693,S Ih 35 Svrd Sb & E Riverside Dr,Crash Urgent,30.248028,-97.735759,2017-11-11
6694,7201 Blessing Ave,Crash Urgent,30.32858,-97.695146,2017-11-28
6695,0 2244 To Cap Tx Sb Ramp,Traffic Hazard,30.294716,-97.828752,2017-11-29
6696,11700 Research Blvd Nb,Traffic Hazard,30.421306,-97.747139,2017-11-30
6697,10515 N Mopac Expy Svrd Nb,Crash Service,30.393224,-97.732709,2017-11-04
6698,9600 S Ih 35 Svrd Sb,Crash Urgent,30.160294,-97.789771,2017-11-20
6699,5000 W Us 290 Hwy Eb,Traffic Hazard,30.23349,-97.820751,2017-11-30
6700,500-Blk E HOWARD LN,Crash Urgent,30.413396,-97.653026,2017-11-03
6701,14233 The Lakes Blvd,Crash Urgent,30.429105,-97.665466,2017-11-14
6702,4211 S Lamar Blvd Svrd Nb,Crash Service,30.234355,-97.793951,2017-11-04
6703,W 6th St & West Ave,Crash Urgent,30.270296,-97.750586,2017-11-06
6704,7500 St Phillip St,Traffic Impediment,30.349213,-97.731419,2017-11-14
6705,900-909 E William Cannon Dr,Traffic Hazard,30.190478,-97.770517,2017-11-16
6706,Park Thirty Five Cir & N Ih 35 Svrd Sb,Crash Urgent,30.393369,-97.67189,2017-11-30
6707,N Sh 130 Svrd Sb & E Parmer Ln,LOOSE LIVESTOCK,30.352691,-97.592855,2017-11-03
6708,200 S Lamar Blvd Sb,Traffic Impediment,30.264525,-97.757106,2017-11-04
6709,7801 Sh 45 Eb,Traffic Hazard,30.189374,-97.918905,2017-11-16
6710,E Lonestar Rd,COLLISION,0,0,2017-11-22
6711,N Ih 35 Svrd Sb & Grand Avenue Pkwy,COLLISION,30.455985,-97.666964,2017-11-21
6712,10200 Research Blvd Nb,Traffic Hazard,30.394604,-97.746277,2017-11-22
6713,16614 HAMILTON POOL RD,COLLISION WITH INJURY,30.290921,-98.022747,2017-11-30
6714,E William Cannon Dr & Bluff Springs Rd,Crash Service,30.189208,-97.767899,2017-11-13
6715,9704 North Creek Dr,Crash Service,30.363537,-97.689607,2017-11-29
6716,6608 Woodhue Dr,Crash Service,30.202598,-97.797369,2017-11-17
6717,11506-11926 S US 183 HWY SB,COLLISION WITH INJURY,30.06874,-97.692995,2017-11-08
6718,0 N Ih 35 Nb To Anderson Wb Ramp,Traffic Hazard,30.338097,-97.700362,2017-11-09
6719,7500 Guadalupe St,Traffic Impediment,30.340179,-97.712878,2017-11-16
6720,404 Rio Grande St,Crash Service,30.268409,-97.750069,2017-11-22
6721,0 Sh 45 Wb To N 183a Nb Ramp,Traffic Hazard,30.469751,-97.796437,2017-11-02
6722,S Mopac Expy Svrd Sb & Southwest Pkwy,Traffic Hazard,30.237743,-97.823603,2017-11-07
6723,12525 N Mopac Expy Svrd Nb,Crash Service,30.42076,-97.703351,2017-11-09
6724,50 N Ih 35 Nb,Traffic Hazard,30.254085,-97.736511,2017-11-20
6725,6900-7400 N Ih 35 Sb,Traffic Hazard,30.335399,-97.702641,2017-11-10
6726,14610-blk BURNET RD,COLLISION,30.449841,-97.695489,2017-11-15
6727,12000-12324 N SH 130 SB,COLLISION WITH INJURY,30.350713,-97.593519,2017-11-19
6728,13900-14025 N Sh 45 W Eb,Traffic Hazard,30.475694,-97.766477,2017-11-22
6729,7700-blk Fm 2244 Rd,TRFC HAZD/ DEBRIS,30.310035,-97.845443,2017-11-30
6730,E Ben White Blvd Svrd Eb & Montopolis Dr,zSTALLED VEHICLE,30.21198,-97.712537,2017-11-08
6731,Cameron Rd & E Rundberg Ln,Crash Service,30.350775,-97.675987,2017-11-09
6732,701-835 W Parmer Ln,Crash Urgent,30.407554,-97.67328,2017-11-17
6733,9555-9593 E Us 290 Hwy Eb,Traffic Hazard,30.330723,-97.624009,2017-11-27
6734,2710 Whitis Ave,Traffic Impediment,30.292145,-97.74032,2017-11-07
6735,3050 Tamarron Blvd,Crash Urgent,30.259244,-97.803418,2017-11-10
6736,12439-12537 N Ih 35 Svrd Nb,Crash Urgent,30.406751,-97.674308,2017-11-13
6737,0 N Ih 35 Nb To Anderson Wb Ramp,Traffic Hazard,30.338929,-97.700287,2017-11-21
6738,1200-1215 E RIVERSIDE DR,Crash Service,30.248007,-97.735657,2017-11-11
6739,1059-1064 E 51st St,Crash Service,30.309389,-97.710164,2017-11-18
6740,101-119 E William Cannon Dr,Traffic Hazard,30.19272,-97.777608,2017-11-08
6741,HAMILTON POOL RD & W SH 71,COLLISION WITH INJURY,30.309977,-97.965453,2017-11-12
6742,2606 Guadalupe St,Crash Service,30.290865,-97.741247,2017-11-18
6743,9100-9210 S 1st St,Traffic Impediment,30.17225,-97.799878,2017-11-10
6744,Coomes Dr & Pasquarella Dr,Traffic Impediment,30.170497,-97.611843,2017-11-13
6745,2309 Forest Ave,Traffic Impediment,30.241767,-97.755686,2017-11-03
6746,13400-BLK BRIARCREEK LOOP,COLLISION,30.317797,-97.528819,2017-11-19
6747,E Us 290 Hwy Eb & Old Kimbro Rd,COLLISN/ LVNG SCN,30.350566,-97.500595,2017-11-24
6748,5446 N Sh 130 Sb,COLLISION,30.262803,-97.598909,2017-11-28
6749,Research Blvd Sb & W Braker To Research Sb Ramp,Traffic Hazard,30.394636,-97.746598,2017-11-10
6750,1311 Briarcliff Blvd,Crash Service,30.316864,-97.698294,2017-11-18
6751,1300-blk HURST CREEK RD,TRFC HAZD/ DEBRIS,30.387731,-97.967817,2017-11-19
6752,16300-blk N Fm 973 Rd,LOOSE LIVESTOCK,30.401416,-97.51775,2017-11-24
6753,E 4th St & Congress Ave,Crash Service,30.266209,-97.743496,2017-11-06
6754,7200-7249 Manor Rd,Traffic Hazard,30.315228,-97.663607,2017-11-08
6755,4100 N Mopac Expy Nb,Traffic Hazard,30.315917,-97.756274,2017-11-11
6756,0 Monterey Oaks Blvd,Traffic Hazard,30.236614,-97.839844,2017-11-18
6757,15700-15807 Bratton Ln,TRFC HAZD/ DEBRIS,30.458425,-97.677136,2017-11-15
6758,Eck Ln & N Fm 620 Rd,COLLISION,30.397634,-97.929798,2017-11-18
6759,Metric Blvd & W Parmer Ln,zSTALLED VEHICLE,30.413218,-97.690618,2017-11-09
6760,Oak Meadow Dr & W Us 290 Hwy Wb,Traffic Hazard,30.232457,-97.876461,2017-11-06
6761,1835 Ferguson Ln,Crash Service,30.345104,-97.671258,2017-11-08
6762,3500 N Mopac Expy Nb,Traffic Hazard,30.308959,-97.757182,2017-11-15
6763,7900 Johnny Morris Rd,Traffic Impediment,30.312861,-97.63646,2017-11-18
6764,9604 Bear Paw Trl,Traffic Impediment,30.222227,-97.665968,2017-11-24
6765,14200 BURNET RD,Crash Service,30.445086,-97.695941,2017-11-28
6766,100 N Mopac Expy Sb,Traffic Hazard,30.273867,-97.77184,2017-11-03
6767,1420 E Anderson Ln Svrd Wb,Crash Service,30.333464,-97.687606,2017-11-06
6768,Rio Grande St & W 24th St,Crash Urgent,30.287936,-97.744682,2017-11-27
6769,3310 Lafayette Ave,Traffic Impediment,30.289499,-97.718881,2017-11-28
6770,Barge St & Manchaca Rd,Crash Service,30.205815,-97.806408,2017-11-10
6771,Decker Ln & Fm 969 Rd,Crash Urgent,30.276794,-97.637274,2017-11-16
6772,E 11th St & N Ih 35 Svrd Nb,Crash Urgent,30.270329,-97.732476,2017-11-28
6773,13900-13962 N US 183 HWY SVRD SB,Crash Urgent,30.472835,-97.799178,2017-11-30
6774,10700-11116 S Ih 35 Svrd Sb,Crash Service,30.143893,-97.795041,2017-11-10
6775,13800-14051 N Ih 35 Svrd Nb,Crash Urgent,30.429299,-97.670229,2017-11-28
6776,100-623 N Mopac Expy Nb,Traffic Hazard,30.278288,-97.768142,2017-11-12
6777,1500 Faro Dr,Crash Service,30.23518,-97.714684,2017-11-17
6778,6200 N Ih 35 Sb,Crash Urgent,30.323455,-97.706746,2017-11-20
6779,1500-1708 S Capital Of Texas Hwy Sb,Traffic Hazard,30.27236,-97.817723,2017-11-02
6780,11800-11849 Ring Dr,COLLISN/ LVNG SCN,30.347523,-97.541798,2017-11-09
6781,5402-5928 Ed Bluestein Blvd Sb,Traffic Hazard,30.292894,-97.663616,2017-11-11
6782,Tudor House Rd & E Wells Branch Pkwy,COLLISION WITH INJURY,30.429041,-97.641223,2017-11-13
6783,NAMELESS RD & FM 1431 RD,COLLISION,30.511144,-97.911684,2017-11-14
6784,524 N Lamar Blvd,Crash Service,30.270593,-97.754442,2017-11-22
6785,8950 Research Blvd Svrd Sb,Crash Service,30.370792,-97.722185,2017-11-06
6786,2000 Barton Springs Rd,zSTALLED VEHICLE,30.264769,-97.764988,2017-11-16
6787,N Sh 130 Svrd Sb & E Parmer Ln,TRFC HAZD/ DEBRIS,30.352691,-97.592855,2017-11-20
6788,W 49th St & Grover Ave,Traffic Impediment,30.318766,-97.736848,2017-11-21
6789,S Congress Ave & Wasson Rd,Crash Urgent,30.21091,-97.771483,2017-11-27
6790,100 Airport Blvd,Traffic Hazard,30.246626,-97.691505,2017-11-02
6791,W Braker Ln & Ptarmigan Dr,Traffic Hazard,30.390255,-97.703302,2017-11-07
6792,13201 N Fm 620 Rd Nb,Crash Urgent,30.469128,-97.793288,2017-11-19
6793,719 E Anderson Ln Svrd Eb,Traffic Hazard,30.339049,-97.700182,2017-11-21
6794,8900-9301 S Ih 35 Nb,Crash Urgent,30.166323,-97.786346,2017-11-19
6795,2201-2215 Lake Austin Blvd,Traffic Impediment,30.277208,-97.770661,2017-11-02
6796,3300 N Ih 35 Svrd Sb,Crash Service,30.291475,-97.72202,2017-11-03
6797,S Mopac Expy Sb & W Slaughter Ln,Crash Urgent,30.200995,-97.866869,2017-11-18
6798,Thaxton Rd & Mc Kinney Falls Pkwy,TRFC HAZD/ DEBRIS,30.152235,-97.73191,2017-11-03
6799,20404 Poppy Hills Trl,COLLISION WITH INJURY,30.498082,-97.599432,2017-11-10
6800,W FM 1626 RD & MANCHACA RD,COLLISION,30.140522,-97.832968,2017-11-13
6801,10300-10329 W Sh 71,COLLISION,30.275489,-97.914228,2017-11-24
6802,13911-14905 FM 812 RD,COLLISION WITH INJURY,30.1207,-97.63526,2017-11-02
6803,13101-13149 Burnet Rd,Traffic Hazard,30.430571,-97.700295,2017-11-09
6804,0 E 6th To Ih 35 Sb Ramp,Traffic Hazard,30.264688,-97.735204,2017-11-15
6805,9300 N Ih 35 Sb,Traffic Hazard,30.357759,-97.688422,2017-11-16
6806,3204 Overcup Oak Dr,Crash Service,30.237401,-97.775192,2017-11-28
6807,12609 Lexington St,COLLISION,30.349111,-97.55597,2017-11-29
6808,11100-11130 N FM 620 RD,TRFC HAZD/ DEBRIS,30.449461,-97.830214,2017-11-04
6809,4801 LA CROSSE AVE,LOOSE LIVESTOCK,30.185664,-97.870674,2017-11-08
6810,1500 Collindale Dr,Traffic Impediment,30.397222,-97.646628,2017-11-05
6811,7800-8244 Research Blvd Sb,Crash Urgent,30.347661,-97.712568,2017-11-30
6812,9910 Stonelake Blvd,Traffic Hazard,30.390793,-97.739521,2017-11-14
6813,8200-8422 N Fm 973 Rd,TRFC HAZD/ DEBRIS,30.288032,-97.574973,2017-11-14
6814,9103 Fm 1625 Rd,COLLISION WITH INJURY,30.130178,-97.709464,2017-11-19
6815,9815 Brodie Ln,Crash Service,30.186028,-97.848157,2017-11-10
6816,2906-3504 N Ih 35 Sb,Traffic Hazard,30.292866,-97.720914,2017-11-13
6817,14308 Varrelman St,COLLISION,30.238094,-97.588702,2017-11-18
6818,10000 Research Blvd Nb,Traffic Hazard,30.391384,-97.745835,2017-11-27
6819,E Braker Ln & N Ih 35 Svrd Nb,Traffic Hazard,30.376949,-97.675583,2017-11-14
6820,1384 S Sh 130 Sb,TRFC HAZD/ DEBRIS,30.22395,-97.622741,2017-11-24
6821,303 Reveille Rd,TRFC HAZD/ DEBRIS,30.285334,-97.804424,2017-11-28
6822,14221-14225 N Fm 620 Rd Nb,Traffic Hazard,30.477119,-97.761107,2017-11-05
6823,2700 E Sh 71 Svrd Eb,zSTALLED VEHICLE,30.210694,-97.65471,2017-11-22
6824,Dessau Rd & E Parmer Ln,Traffic Hazard,30.387004,-97.648592,2017-11-17
6825,700 W Anderson Ln Wb,Traffic Hazard,30.347768,-97.712401,2017-11-30
6826,811 Barton Springs Rd,Traffic Hazard,30.25954,-97.753357,2017-11-18
6827,13301 N Us 183 Hwy Svrd Nb,Crash Urgent,30.444619,-97.786592,2017-11-25
6828,W 5th St & San Antonio St,Traffic Hazard,30.268382,-97.747706,2017-11-27
6829,11600 S Ih 35 Sb,Traffic Hazard,30.132605,-97.799057,2017-11-28
6830,10000 Research Blvd Svrd Sb,Crash Service,30.392165,-97.746823,2017-11-29
6831,3000 E Cesar Chavez St,zSTALLED VEHICLE,30.252315,-97.710804,2017-11-17
6832,3700-3819 Hudson Bend Rd,COLLISION,30.397686,-97.928909,2017-11-18
6833,400 N MOPAC EXPY SB,Traffic Hazard,30.276447,-97.769899,2017-11-08
6834,2100-2105 Onion Creek Pkwy,Traffic Hazard,30.136963,-97.797274,2017-11-09
6835,1800-1823 RED RIVER ST,Crash Service,30.278862,-97.732348,2017-11-10
6836,5300-5328 N Ih 35 Svrd Sb,Traffic Hazard,30.311678,-97.709467,2017-11-17
6837,13219-13349 N Us 183 Hwy Svrd Nb,Traffic Hazard,30.445382,-97.787693,2017-11-19
6838,9600 S Ih 35 Sb,Crash Urgent,30.1612,-97.789191,2017-11-28
6839,Cameron Rd & Clayton Ln,Crash Urgent,30.317289,-97.699617,2017-11-07
6840,1600 W Cesar Chavez St,zSTALLED VEHICLE,30.272215,-97.764308,2017-11-18
6841,1400-1612 THREE POINTS RD,COLLISION,30.450596,-97.659533,2017-11-04
6842,11647-11697 RESEARCH BLVD SVRD NB,Traffic Hazard,30.418895,-97.746404,2017-11-22
6843,4327 S 1st St,Crash Service,30.22117,-97.772797,2017-11-25
6844,Grand Avenue Pkwy & N Ih 35 Svrd Sb,COLLISION,30.455985,-97.666964,2017-11-28
6845,W Slaughter Ln & David Moore Dr,Traffic Hazard,30.17382,-97.815154,2017-11-07
6846,13700 N Ih 35 Nb,Crash Urgent,30.424346,-97.671425,2017-11-17
6847,4100-4404 N CAPITAL OF TEXAS HWY SB,Traffic Hazard,30.340952,-97.802752,2017-11-17
6848,100-201 B R Reynolds Dr,Traffic Hazard,30.266973,-97.757085,2017-11-30
6849,Loyola Ln & Decker Ln,Crash Urgent,30.29124,-97.627952,2017-11-06
6850,8906 Southwick Dr,Traffic Impediment,30.279769,-97.629026,2017-11-13
6851,8300 Georgian Dr,Crash Service,30.349148,-97.702274,2017-11-18
6852,1627 S SH 130 NB,COLLISION,30.220468,-97.622311,2017-11-25
6853,9900 Mc Neil Dr,Traffic Hazard,30.394202,-97.83397,2017-11-06
6854,10700-10820 Research Blvd Svrd Sb,Crash Urgent,30.399942,-97.746343,2017-11-16
6855,901 GUADALUPE ST,Crash Service,30.271897,-97.745206,2017-11-28
6856,1057 Norwood Park Blvd,Traffic Impediment,30.336792,-97.692767,2017-11-13
6857,Mc Kinney Falls Pkwy & Burleson Rd,Traffic Hazard,30.191989,-97.698371,2017-11-29
6858,715 E 8th St,Traffic Hazard,30.267771,-97.73445,2017-11-02
6859,0 N MOPAC NB AT MOPAC RAILRO TRN,Crash Urgent,30.401763,-97.728778,2017-11-16
6860,1505 W Wells Branch Pkwy,Crash Service,30.441142,-97.666072,2017-11-12
6861,E St Johns Ave & N Ih 35 Svrd Nb,Traffic Impediment,30.332579,-97.703705,2017-11-13
6862,7301-7523 W Slaughter Ln,Traffic Hazard,30.218082,-97.894239,2017-11-04
6863,13200 N Ih 35 Svrd Nb,Crash Service,30.417881,-97.672423,2017-11-10
6864,Far West Blvd & Wood Hollow Dr,Crash Urgent,30.353416,-97.753155,2017-11-14
6865,13201 N FM 620 RD NB,Crash Service,30.469128,-97.793288,2017-11-27
6866,6428 S Ih 35 Svrd Sb,Crash Service,30.191701,-97.77006,2017-11-09
6867,W 34th St & Shoal Creek Blvd,Traffic Impediment,30.304563,-97.748564,2017-11-21
6868,5656 BEE CAVES RD,TRFC HAZD/ DEBRIS,30.294556,-97.824614,2017-11-21
6869,8810 N Lamar Blvd,Traffic Hazard,30.356851,-97.700913,2017-11-02
6870,W Parmer Ln & N Mopac Expy Svrd Sb,Crash Urgent,30.42059,-97.704594,2017-11-22
6871,500-960 N Mopac Expy Sb,Crash Urgent,30.280171,-97.767303,2017-11-27
6872,9213 Evening Primrose Path,Crash Urgent,30.434999,-97.793063,2017-11-17
6873,0 Ernest Robles To Lamar Nb Ramp,COLLISION WITH INJURY,30.232218,-97.807947,2017-11-20
6874,5315 Duval St,Crash Service,30.316581,-97.71842,2017-11-23
6875,13021 DESSAU RD,BLOCKED DRIV/ HWY,30.398952,-97.641062,2017-11-27
6876,4600 Monterey Oaks Blvd,Crash Service,30.231193,-97.838272,2017-11-04
6877,W Yager Ln & N Ih 35 Svrd Nb,Crash Service,30.399162,-97.673044,2017-11-14
6878,11817-11937 STONEHOLLOW DR,Crash Urgent,30.400658,-97.703166,2017-11-29
6879,N Lamar Blvd & Rutland Dr,Traffic Hazard,30.36487,-97.695997,2017-11-04
6880,8700-8799 N MOPAC EXPY SVRD NB,Crash Urgent,30.37407,-97.739802,2017-11-21
6881,E William Cannon Dr & Elm Creek Dr,Crash Service,30.187706,-97.76287,2017-11-24
6882,1800-3028 Caldwell Ln,LOOSE LIVESTOCK,30.218193,-97.536775,2017-11-06
6883,3500 S Mopac Expy Nb,Traffic Hazard,30.247739,-97.804554,2017-11-18
6884,11678-11698 Jollyville Rd,Traffic Hazard,30.418442,-97.751377,2017-11-29
6885,5033 W Us 290 Hwy Svrd Eb,Crash Service,30.234455,-97.823599,2017-11-30
6886,4334 N FM 620 RD,TRFC HAZD/ DEBRIS,30.391057,-97.909525,2017-11-05
6887,16314 HAMILTON POOL RD,COLLISN/ LVNG SCN,30.294157,-98.016517,2017-11-06
6888,W William Cannon Dr & W Us 290 Hwy,Traffic Hazard,30.234061,-97.864779,2017-11-15
6889,5808 Burnet Rd,Crash Service,30.334491,-97.739859,2017-11-07
6890,8900 RESEARCH BLVD SB,Traffic Hazard,30.37007,-97.720268,2017-11-15
6891,1803 E Anderson Ln Svrd Eb,Crash Service,30.330277,-97.682072,2017-11-04
6892,8192-8336 N Capital Of Texas Hwy Sb,Crash Urgent,30.38469,-97.767479,2017-11-05
6893,E 51st St & Harmon Ave,Crash Urgent,30.310475,-97.711939,2017-11-06
6894,Dessau Rd & E Rundberg Ln,Crash Service,30.350775,-97.675987,2017-11-20
6895,2430-2728 S Capital Of Texas Hwy Sb,Crash Urgent,30.258066,-97.812459,2017-11-24
6896,1500-1599 E 20TH ST,Traffic Impediment,30.28019,-97.725371,2017-11-02
6897,DAFFAN LN & DECKER LN,TRFC HAZD/ DEBRIS,30.311727,-97.614774,2017-11-04
6898,906-1114 Bastrop Hwy Sb,Traffic Hazard,30.227886,-97.68311,2017-11-09
6899,DECKER LN & LINDELL LN,COLLISION WITH INJURY,30.326375,-97.605379,2017-11-14
6900,9500-blk FM 1625 RD,TRFC HAZD/ DEBRIS,30.125359,-97.712461,2017-11-22
6901,11400-blk Liberty St,LOOSE LIVESTOCK,30.335512,-97.564386,2017-11-26
6902,2900 E Ben White Blvd Eb,Crash Urgent,30.214975,-97.733987,2017-11-03
6903,W Howard Ln & Pansy Trl,COLLISION,30.434528,-97.686062,2017-11-16
6904,0 E Anderson Ln To Cameron Ramp,Traffic Hazard,30.337069,-97.696481,2017-11-22
6905,5400 - 5540 WILLIAMSON RD,LOOSE LIVESTOCK,30.06105,-97.744087,2017-11-29
6906,3600-3755 S Capital Of Texas Hwy Nb,Crash Urgent,30.245576,-97.802631,2017-11-15
6907,Research Blvd Svrd Sb & Burnet Rd,Crash Urgent,30.372886,-97.726482,2017-11-17
6908,2500 S Ih 35 Nb,Crash Urgent,30.231558,-97.742354,2017-11-18
6909,3848 Airport Blvd,Crash Service,30.289799,-97.707439,2017-11-19
6910,1630 W Wells Branch Pkwy,COLLISION,30.43971,-97.670993,2017-11-05
6911,11600-12225 FM 969 RD,COLLISION WITH INJURY,30.256997,-97.611818,2017-11-11
6912,2000-2200 W Braker Ln,Traffic Hazard,30.393157,-97.710933,2017-11-10
6913,0 E Anderson Eb To N 35 Sb Ramp,Crash Urgent,30.33686,-97.701864,2017-11-02
6914,4100-4300 S Mopac Expy Sb,Traffic Hazard,30.241811,-97.813371,2017-11-09
6915,700-721 W Braker Ln,Traffic Hazard,30.381918,-97.68635,2017-11-10
6916,1801 E 51st St,Crash Service,30.302555,-97.697646,2017-11-20
6917,2604-2822 S Ih 35 Svrd Sb,Traffic Hazard,30.229481,-97.74415,2017-11-27
6918,1900 N Ih 35 Nb,Traffic Hazard,30.278491,-97.729809,2017-11-20
6919,12151 N Ih 35 Svrd Nb,Crash Service,30.394254,-97.671294,2017-11-03
6920,7622 W Sh 71,Crash Urgent,30.240937,-97.881131,2017-11-05
6921,9200-9205 E Us 290 Hwy Svrd Eb,Crash Service,30.328188,-97.654942,2017-11-09
6922,100-221 W Ben White Blvd Svrd Eb,Traffic Hazard,30.222644,-97.764424,2017-11-03
6923,10100-10199 N Mopac Expy Svrd Nb,Traffic Hazard,30.390277,-97.73364,2017-11-04
6924,1100-blk S Capital Of Texas Hwy Sb,Crash Urgent,30.282323,-97.823269,2017-11-07
6925,6607 S Ih 35 Svrd Nb,Crash Urgent,30.190173,-97.770174,2017-11-13
6926,1500 S Ih 35 Nb,Crash Urgent,30.242581,-97.735807,2017-11-16
6927,Loyola Ln & Sandshof Dr,Crash Urgent,30.299016,-97.645582,2017-11-25
6928,1202-1225 S Congress Ave,Crash Service,30.251686,-97.748888,2017-11-30
6929,11216-11409 Fm 1625 Rd,LOOSE LIVESTOCK,30.101229,-97.727465,2017-11-14
6930,7500-7506 BURLESON RD,Crash Urgent,30.192614,-97.699087,2017-11-02
6931,5500 Ed Bluestein Blvd Sb,zSTALLED VEHICLE,30.293578,-97.663432,2017-11-06
6932,2001-2111 Wickersham Ln,Crash Service,30.231942,-97.720523,2017-11-09
6933,1600 W Slaughter Ln,zSTALLED VEHICLE,30.173903,-97.818999,2017-11-16
6934,3900 S Capital Of Texas Hwy Sb,Traffic Hazard,30.240166,-97.80024,2017-11-20
6935,Airport Blvd & Ed Bluestein Sb To Air Sb Ramp,Crash Urgent,30.248105,-97.69172,2017-11-29
6936,12200-Blk N FM 620 RD,TRFC HAZD/ DEBRIS,30.461945,-97.817794,2017-11-20
6937,Dessau Rd & Rendova Ln,COLLISION,30.422561,-97.627764,2017-11-30
6938,W KOENIG LN & N LAMAR BLVD,Crash Urgent,30.325943,-97.726336,2017-11-02
6939,Berkman Dr & E 51st St,Crash Service,30.303832,-97.698939,2017-11-04
6940,9901-9925 Neenah Ave,Crash Urgent,30.487922,-97.771188,2017-11-15
6941,N Meadows Dr & Plains Trl,Crash Urgent,30.377425,-97.697012,2017-11-20
6942,3500-3519 S Capital Of Texas Hwy Nb,Crash Urgent,30.247382,-97.803744,2017-11-21
6943,Butte Blvd & Fm 2222 Rd,Crash Urgent,30.341692,-97.782306,2017-11-07
6944,12021 METRIC BLVD,Crash Urgent,30.402925,-97.700518,2017-11-25
6945,N Pleasant Valley Rd & E Cesar Chavez St,Traffic Hazard,30.252988,-97.712781,2017-11-10
6946,7100 S Ih 35 Sb,Crash Urgent,30.185482,-97.774089,2017-11-18
6947,3600-3625 W Howard Ln,Traffic Hazard,30.440441,-97.6988,2017-11-21
6948,W Parmer Ln & N Lamar Blvd,Crash Service,30.407802,-97.678176,2017-11-03
6949,4300 N MOPAC EXPY SB,Traffic Hazard,30.316947,-97.756532,2017-11-13
6950,11418 Sprinkle Cutoff Rd,Traffic Impediment,30.370194,-97.656312,2017-11-04
6951,2901 S Capital Of Texas Hwy Nb,Crash Service,30.254395,-97.808078,2017-11-05
6952,600-635 W BEN WHITE BLVD SVRD EB,Traffic Hazard,30.22634,-97.769976,2017-11-23
6953,Burnet Rd & Research Blvd Svrd Sb,Traffic Hazard,30.372886,-97.726482,2017-11-30
6954,11402 GATLING GUN LN,Crash Service,30.161981,-97.852155,2017-11-08
6955,1711-1825 E Sh 71 Wb,Crash Urgent,30.218754,-97.669174,2017-11-16
6956,8000 Burnet Rd,Traffic Hazard,30.358153,-97.730312,2017-11-19
6957,11000 N SH 130 NB,Crash Service,30.32934,-97.5847,2017-11-21
6958,W Parmer Ln & N Ih 35 Svrd Sb,Traffic Hazard,30.40803,-97.675235,2017-11-29
6959,10701-10713 Decker Ln,Crash Service,30.333698,-97.599689,2017-11-08
6960,3614 Bill Price Rd,COLLISN/ LVNG SCN,30.197769,-97.646658,2017-11-16
6961,E 17th St & Walnut Ave,Crash Service,30.278919,-97.712921,2017-11-24
6962,1419-1529 W Howard Ln,Crash Urgent,30.426605,-97.676531,2017-11-06
6963,14600-14724 HYSON XING,COLLISION,30.421833,-97.637449,2017-11-13
6964,6515 S IH 35 SVRD NB,Crash Service,30.190349,-97.770032,2017-11-15
6965,1300-blk W FM 1626 RD,TRFC HAZD/ DEBRIS,30.140595,-97.838242,2017-11-17
6966,4976-5034 W Us 290 Hwy Wb,Crash Urgent,30.235396,-97.824185,2017-11-18
6967,8758-8780 Research Blvd Svrd Sb,Crash Urgent,30.366332,-97.718694,2017-11-05
6968,400 W Ben White Blvd Eb,Traffic Hazard,30.225072,-97.767246,2017-11-08
6969,Grover Ave & Cullen Ave,Crash Urgent,30.340085,-97.723202,2017-11-20
6970,Duval St & E 53rd St,Crash Urgent,30.316422,-97.718528,2017-11-22
6971,2731-2899 S Capital Of Texas Hwy Nb,Crash Urgent,30.256991,-97.811292,2017-11-02
6972,10200 S Ih 35 Nb,Traffic Hazard,30.152819,-97.791497,2017-11-04
6973,13200 S Ih 35 Sb,Crash Urgent,30.109604,-97.808477,2017-11-05
6974,16800-17841 W Sh 71,COLLISION,30.327467,-98.016996,2017-11-08
6975,1800 S Lakeshore Blvd,zSTALLED VEHICLE,30.244854,-97.728396,2017-11-20
6976,S Lamar Blvd & W Oltorf St,Traffic Impediment,30.248413,-97.769947,2017-11-23
6977,Springdale Rd & Sprinkle Rd,LOOSE LIVESTOCK,30.3517,-97.646433,2017-11-24
6978,4000 S Mopac Expy Sb,Traffic Hazard,30.243265,-97.810496,2017-11-11
6979,7700 S Ih 35 Sb,zSTALLED VEHICLE,30.17941,-97.778106,2017-11-21
6980,11114 N Lamar Blvd,Crash Service,30.379817,-97.687533,2017-11-22
6981,0 E Ben White To Ih 35 Nb Ramp,Traffic Hazard,30.218115,-97.749779,2017-11-30
6982,1200 N IH 35 NB,Crash Urgent,30.271854,-97.732256,2017-11-16
