,address,issue_reported,location_latitude,location_longitude,published_date
2526,Emerald Wood Dr & S 1st St,Crash Urgent,30.212863,-97.778512,2018-01-29
2527,3800-blk S CAPITAL OF TEXAS HWY NB,TRFC HAZD/ DEBRIS,30.242172,-97.801055,2018-01-29
2528,9900-10018 Dessau Rd,Traffic Hazard,30.357032,-97.672044,2018-01-29
2529,9200-10214 S Mopac Expy Sb,Traffic Hazard,30.195341,-97.86991,2018-01-29
2530,4800 S Ih 35 Nb,zSTALLED VEHICLE,30.20719,-97.75689,2018-01-29
2531,5600 N Ih 35 Nb,Traffic Hazard,30.315883,-97.707562,2018-01-29
2532,5217-5221 E 7th St,Crash Urgent,30.250251,-97.693371,2018-01-29
2533,9600-10551 N Mopac Expy Nb,Traffic Hazard,30.390529,-97.73395,2018-01-29
2534,6300-7139 E Ben White Blvd Eb,Traffic Hazard,30.212172,-97.71148,2018-01-29
2535,Manchaca Rd & W Ben White Blvd Svrd Eb,Traffic Hazard,30.229636,-97.788522,2018-01-29
2536,4100 Airport Blvd,Crash Urgent,30.294128,-97.707864,2018-01-29
2537,11000 Metric Blvd,Crash Urgent,30.389515,-97.710057,2018-01-29
2538,4301 W William Cannon Dr,Crash Service,30.222405,-97.83905,2018-01-29
2539,11923 E Us 290 Hwy Eb,COLLISN/ LVNG SCN,30.34909,-97.542362,2018-01-29
2540,7500 S Mopac Expy Sb,Crash Urgent,30.216561,-97.850409,2018-01-29
2541,2000 S Ih 35 Sb,Traffic Hazard,30.238242,-97.738654,2018-01-29
2542,1401 E Rundberg Ln,Crash Urgent,30.352067,-97.678101,2018-01-29
2543,100 W BEN WHITE BLVD SVRD WB,Traffic Hazard,30.223409,-97.763598,2018-01-29
2544,1105 Clayton Ln,Crash Service,30.318319,-97.701819,2018-01-29
2545,1805 Treadwell St,Traffic Impediment,30.25887,-97.766878,2018-01-29
2546,3900-blk Bee Caves Rd,COLLISION,30.281517,-97.80867,2018-01-29
2547,S Ih 35 Svrd Nb & Onion Creek Pkwy,zSTALLED VEHICLE,30.136851,-97.79679,2018-01-29
2548,4800 Bee Caves Rd,COLLISION,30.289089,-97.817941,2018-01-29
2549,5700-5799 S Ih 35 Nb,Traffic Hazard,30.198015,-97.764264,2018-01-29
2550,2606 W Pecan St,COLLISION WITH INJURY,30.448777,-97.655894,2018-01-29
2551,0 N Ih 35 Nb To 1825 Ramp,Traffic Hazard,30.426311,-97.671056,2018-01-29
2552,Camacho St & Zach Scott St,Traffic Impediment,30.294194,-97.705125,2018-01-29
2553,Delvin Ln & Surrender Ave,COLLISION,30.439272,-97.681663,2018-01-29
2554,15139-15300 N Ih 35 Svrd Nb,COLLISION,30.444701,-97.667289,2017-12-18
2555,W 5th St & N Lamar Blvd,Crash Urgent,30.270292,-97.754594,2017-12-18
2556,Clayton Ln & Cameron Rd,Crash Service,30.317289,-97.699617,2017-12-18
2557,Fm 2244 Rd & Grace Ln,TRFC HAZD/ DEBRIS,30.314693,-97.855852,2017-12-18
2558,6103 Sheridan Ave,Traffic Hazard,30.320434,-97.701056,2017-12-18
2559,1633 Royal Crest Dr,Crash Service,30.238844,-97.730358,2017-12-18
2560,S Fm 973 Rd & Fm 812 Rd,TRFC HAZD/ DEBRIS,30.145384,-97.673333,2017-12-18
2561,N Ih 35 Svrd Nb & Grand Avenue Pkwy,COLLISION,30.456161,-97.665638,2017-12-18
2562,4715 Cypress Bnd,Crash Service,30.198066,-97.734868,2017-12-18
2563,Fm 2244 Rd & Barton Creek Blvd,COLLISION,30.304458,-97.841259,2017-12-18
2564,12620-12716 N Mopac Expy Sb,Traffic Hazard,30.432064,-97.700481,2017-12-18
2565,1000 E 4th St,Traffic Impediment,30.263301,-97.73337,2017-12-18
2566,5200-5201 N Fm 620 Rd,COLLISION,30.389787,-97.881871,2017-12-18
2567,1012-1049 HARGRAVE ST,Traffic Hazard,30.270968,-97.710657,2017-12-18
2568,1900-1911 Cedar Bend Dr,Crash Urgent,30.408222,-97.696813,2017-12-18
2569,E Riverside Dr & Grove Blvd,Crash Urgent,30.22703,-97.707935,2017-12-18
2570,12520-12621 Hymeadow Dr,Crash Urgent,30.45825,-97.791432,2017-12-18
2571,12500 Johnson Rd,LOOSE LIVESTOCK,30.381409,-97.511,2017-12-18
2572,9610-9622 Shady Oaks Dr,Traffic Impediment,30.453528,-97.788423,2017-12-18
2573,LAKE AUSTIN BLVD&REDBUD TRL,Crash Urgent,30.291591,-97.783062,2017-12-18
2574,10100-10310 N Mopac Expy Svrd Sb,Traffic Hazard,30.390512,-97.734841,2017-12-18
2575,1000 Walsh Tarlton Ln,Crash Urgent,30.274396,-97.80043,2017-12-18
2576,5600 N Lamar Blvd,zSTALLED VEHICLE,30.324985,-97.726952,2017-12-18
2577,Research Blvd Svrd Nb,zSTALLED VEHICLE,0,0,2018-01-29
2578,Manor Rd & Susquehanna Ln,Crash Urgent,30.313077,-97.66501,2017-12-18
2579,605 W Oltorf St,Crash Service,30.242127,-97.759656,2017-12-18
2580,4611-4621 S LAMAR BLVD NB,Traffic Hazard,30.231865,-97.803167,2017-12-18
2581,N Heatherwilde Blvd & W Pflugerville Pkwy,COLLISION WITH INJURY,30.467009,-97.629883,2017-12-18
2582,N Lamar Blvd & Rutland Dr,Crash Service,30.36487,-97.695997,2017-12-18
2583,1101 N Ih 35 Svrd Nb,Crash Service,30.270329,-97.732476,2018-02-27
2584,600 MONTOPOLIS DR,Crash Urgent,30.239067,-97.694362,2018-02-27
2585,9987-10011 E US 290 HWY SVRD EB,Traffic Hazard,30.338821,-97.593868,2018-02-27
2586,7601 Rialto Blvd,Crash Service,30.253072,-97.872064,2018-02-27
2587,3423 BEE CAVES RD,COLLISION,30.276495,-97.803305,2018-02-27
2588,1200 N IH 35 NB,Traffic Hazard,30.271854,-97.732256,2017-10-18
2589,5001 S Congress Ave,Crash Urgent,30.211134,-97.771341,2017-10-18
2590,820 CASTLE RIDGE RD,COLLISION,30.291941,-97.8321,2018-02-27
2591,W WELLS BRANCH PKWY & WELLS PORT DR,COLLISN/ LVNG SCN,30.435875,-97.674928,2018-02-06
2592,W HOWARD LN & THERMAL DR,COLLISN/ LVNG SCN,30.426793,-97.676683,2018-01-29
2593,W Howard Ln & Metric Blvd,COLLISION WITH INJURY,30.426793,-97.676683,2018-01-29
2594,5200-5208 Wind River Rd,Crash Urgent,30.413441,-97.744318,2018-02-27
2595,2851-2879 N Lamar Blvd,Crash Urgent,30.297167,-97.748859,2017-10-20
2596,5203 Brodie Ln,COLLISION,30.231048,-97.819271,2017-10-20
2597,8701 N Mopac Expy Nb,Traffic Hazard,30.375209,-97.739673,2017-10-20
2598,7404 Fireoak Dr,Crash Urgent,30.422345,-97.771468,2017-10-20
2599,4015 S Lamar Blvd Svrd Nb,Crash Service,30.236209,-97.792573,2017-10-20
2600,300-blk E FM 1626 RD,Crash Service,30.143292,-97.803361,2017-10-20
2601,2-246 Bastrop Hwy Sb,Traffic Hazard,30.245235,-97.691011,2017-10-20
2602,7600 S Ih 35 Nb,Crash Service,30.180716,-97.776903,2017-10-20
2603,Rountree Dr & Pannell St,Traffic Impediment,30.284111,-97.707018,2017-10-20
2604,S 1st St & Taft Ln,Crash Urgent,30.163289,-97.800709,2017-10-20
2605,8001-8137 Cross Park Dr,Crash Service,30.328374,-97.665963,2017-10-20
2606,8001-8137 Cross Park Dr,Crash Service,30.328374,-97.665963,2017-10-20
2607,1600-1635 Woodward St,Crash Service,30.222613,-97.746598,2017-10-20
2608,OLD SAN ANTONIO RD & PURYEAR RD,TRFC HAZD/ DEBRIS,30.112404,-97.811403,2017-10-20
2609,718-725 E 11th St,Crash Service,30.270560,-97.733292,2017-10-20
2610,FM 969 RD & WEBBER ST,COLLISION,30.227356,-97.514894,2017-10-20
2611,Fm 969 Rd & N Fm 973 Rd,COLLISION,30.256997,-97.611818,2017-10-20
2612,9219 Anderson Mill Rd,Crash Service,30.451267,-97.782326,2017-10-20
2613,Burnet Rd & Twin Oaks Dr,Crash Urgent,30.342010,-97.738662,2017-10-20
2614,851-939 S Mopac Expy Nb,Traffic Hazard,30.266312,-97.781010,2017-10-20
2615,18400-blk W SH 71,TRFC HAZD/ DEBRIS,30.333110,-98.027217,2017-10-20
2616,Old San Antonio Rd & E Fm 1626 Rd,Crash Service,30.142828,-97.801555,2017-10-20
2617,2851-2879 N LAMAR BLVD,Crash Urgent,30.296796,-97.748899,2017-10-20
2618,W Slaughter Ln & S 1st St,Traffic Hazard,30.172456,-97.799554,2017-10-20
2619,1931 E Ben White Blvd Svrd Eb,Crash Service,30.215784,-97.745686,2017-10-20
2620,W 24th St & N Lamar Blvd,Crash Urgent,30.288534,-97.752769,2017-10-20
2621,4611-4621 S LAMAR BLVD NB,Traffic Hazard,30.231904,-97.802959,2017-10-20
2622,1831 W WELLS BRANCH PKWY,COLLISN/ LVNG SCN,30.434719,-97.677699,2017-10-20
2623,1308 Travis Heights Blvd,Crash Service,30.247165,-97.740053,2017-10-20
2624,3000 N Lamar Blvd,Crash Urgent,30.299059,-97.746960,2017-10-20
2625,Sh 71 Eb&mon,zSTALLED VEHICLE,0,0,2017-10-20
2626,6700-7425 Ed Bluestein Blvd Nb,Traffic Hazard,30.316568,-97.663213,2017-10-20
2627,2101 S Lamar Blvd,Crash Urgent,30.248212,-97.770757,2017-10-20
2628,5520 Hudson Bend Rd,COLLISN/ LVNG SCN,30.421341,-97.930935,2017-10-20
2629,300-blk E FM 1626 RD,COLLISION,30.143292,-97.803361,2017-10-20
2630,4407 Pack Saddle Pass,Crash Service,30.231079,-97.792072,2017-10-20
2631,E 11th St & N Ih 35 Svrd Sb,Crash Urgent,30.270560,-97.733292,2017-10-20
2632,1500-1504 N Ih 35 Svrd Sb,Traffic Impediment,30.274844,-97.731753,2017-10-20
2633,4407 Pack Saddle Pass,Crash Urgent,30.231079,-97.792072,2017-10-20
2634,600-712 E Martin Luther King Jr Blvd,Traffic Hazard,30.278962,-97.732136,2017-10-20
2635,810-blk W Fm 1626 Rd,COLLISION,30.140637,-97.828495,2017-10-20
2636,8629 Research Blvd Svrd Nb,Crash Service,30.362983,-97.717185,2017-10-20
2637,4001-4099 W Braker Ln,Crash Urgent,30.397805,-97.737101,2017-10-20
2638,1503 Mangrum St,TRFC HAZD/ DEBRIS,30.445394,-97.662654,2017-10-20
2639,14801-14845 Avery Ranch Blvd,Crash Urgent,30.496945,-97.778945,2017-10-20
2640,6000-6015 Berkman Dr,Traffic Impediment,30.314095,-97.692502,2017-10-20
2641,N Mopac Expy Svrd Nb & W Braker Ln,Traffic Impediment,30.395462,-97.732080,2017-10-20
2642,E Fm 1626 Rd & Old San Antonio Rd,Crash Service,30.142828,-97.801555,2017-10-20
2643,2007 Haskell St,Crash Service,30.251897,-97.724695,2017-10-20
2644,12221 N Mopac Expy Svrd Nb,Crash Urgent,30.414295,-97.706147,2017-10-20
2645,1831 W WELLS BRANCH PKWY,COLLISN/ LVNG SCN,30.434719,-97.677699,2017-10-20
2646,San Jacinto Blvd & E 8th St,Crash Urgent,30.269235,-97.739695,2017-10-20
2647,4500 N Mopac Expy Nb,Traffic Hazard,30.320131,-97.755782,2017-10-20
2648,200 - 220 S LAMAR BLVD SB,Traffic Hazard,30.264412,-97.757221,2017-10-20
2649,2300 S IH 35 NB,Traffic Hazard,30.233395,-97.741264,2017-10-20
2650,S Ih 35 Svrd Nb & Woodward St,Crash Service,30.223022,-97.747118,2017-10-20
2651,12000-BLK E US 290 HWY EB,COLLISION,30.349090,-97.542362,2017-10-20
2652,E Sh 71 Eb & Buck Ln,LOOSE LIVESTOCK,30.182718,-97.541204,2017-10-20
2653,2901 S 1st St,Traffic Impediment,30.236734,-97.763028,2017-10-20
2654,10203 LAKE CREEK PKWY,Crash Service,30.462025,-97.792142,2017-10-20
2655,5300-blk W Us 290 Hwy Wb,Crash Urgent,30.236735,-97.834685,2017-10-20
2656,5300-5415 N Mopac Expy Nb,Traffic Hazard,30.334365,-97.755435,2017-10-20
2657,1201 Barbara Jordan Blvd,Crash Service,30.306746,-97.709177,2017-10-20
2658,12300 Riata Trace Pkwy,Traffic Impediment,30.428874,-97.748553,2017-10-20
2659,7200-7639 N Mopac Expy Nb,Crash Urgent,30.354705,-97.746945,2017-10-20
2660,7700 Fm 969 Rd,Crash Urgent,30.280132,-97.646086,2017-10-20
2661,12600 N Ih 35 Sb,Traffic Hazard,30.408740,-97.674572,2017-10-20
2662,4129-4198 N Ih 35 Svrd Nb,Crash Service,30.299177,-97.716546,2017-10-20
2663,0 Research Blvd Nb,Traffic Hazard,30.384406,-97.742365,2017-10-20
2664,3003 S Lamar Blvd,Traffic Hazard,30.242450,-97.783976,2017-10-20
2665,9800 Research Blvd Nb,Traffic Hazard,30.390138,-97.745230,2017-10-20
2666,W 24th St & N Lamar Blvd,Traffic Hazard,30.288534,-97.752769,2017-10-20
2667,S Mopac Expy Sb & W Slaughter Ln,Crash Urgent,30.200995,-97.866869,2017-10-20
2668,5500 N MOPAC EXPY NB,Traffic Hazard,30.335637,-97.755390,2017-10-20
2669,9300 S Ih 35 Svrd Sb,Traffic Hazard,30.164157,-97.788225,2017-10-20
2670,6700-7127 N Mopac Expy Nb,Traffic Hazard,30.351548,-97.748873,2017-10-20
2671,N Lamar Blvd & Rutland Dr,Crash Service,30.364870,-97.695997,2017-10-20
2672,40 N Ih 35 Sb,Crash Urgent,30.255429,-97.736988,2017-10-20
2673,E Riverside Dr & S Congress Ave,Crash Service,30.257144,-97.746875,2017-10-20
2674,10300 N MOPAC EXPY SB,Traffic Hazard,30.391825,-97.733998,2017-10-20
2675,6607 S Ih 35 Svrd Nb,Crash Service,30.190173,-97.770174,2017-10-20
2676,10500-blk Thaxton Rd,LOOSE LIVESTOCK,30.124162,-97.740876,2017-10-20
2677,6100 N Ih 35 Sb,Crash Urgent,30.322883,-97.706829,2017-10-20
2678,9607 Research Blvd Svrd Nb,Crash Service,30.389111,-97.743968,2017-10-20
2679,7700 N Mopac Expy Nb,Traffic Hazard,30.358098,-97.745502,2017-10-20
2680,1200-1651 N MOPAC EXPY NB,Traffic Hazard,30.286915,-97.763012,2018-02-27
2681,6600 E RIVERSIDE DR,Crash Urgent,30.224027,-97.701118,2018-02-27
2682,8524 THAXTON RD,VEHICLE FIRE,30.14772,-97.730765,2018-02-27
2683,3600-4100 S Ih 35 Sb,Crash Urgent,30.216497,-97.751506,2018-02-27
2684,11900 FM 812 RD,LOOSE LIVESTOCK,30.136471,-97.656434,2018-02-27
2685,S Ih 35 Svrd Nb & E Slaughter Ln,Traffic Hazard,30.167032,-97.784984,2018-02-27
2686,4200 S Ih 35 Sb,Traffic Hazard,30.214385,-97.752796,2018-02-27
2687,Jollyville Rd & Oak Knoll Dr,Traffic Impediment,30.427597,-97.760071,2018-02-27
2688,600-710 E Rundberg Ln,Crash Service,30.3586,-97.688796,2018-02-06
2689,Wallingwood Dr & S Mopac Expy Svrd Nb,Crash Urgent,30.265324,-97.782304,2018-02-06
2690,5501 WOLF LN,LOOSE LIVESTOCK,30.173925,-97.546239,2018-02-06
2691,12100-12149 N Mopac Expy Nb,Crash Urgent,30.411127,-97.709695,2018-02-06
2692,E Anderson Ln Svrd Wb & Cameron Rd,zSTALLED VEHICLE,30.332839,-97.686169,2018-02-06
2693,9600 Research Blvd Sb,Traffic Hazard,30.388221,-97.744642,2018-02-06
2694,2700 N Mopac Expy Nb,Crash Urgent,30.298234,-97.758081,2018-02-06
2695,DIMENSIONAL PL & FM 2244 RD,COLLISION,30.296671,-97.832178,2018-02-06
2696,E 12th St & Branch St,Crash Service,30.272001,-97.730993,2018-02-06
2697,710 W 21st St,Crash Urgent,30.284095,-97.74591,2018-02-06
2698,W Cesar Chavez St & Guadalupe St,Crash Urgent,30.264367,-97.748001,2018-01-29
2699,1100-1241 S Capital Of Texas Hwy Nb,Traffic Impediment,30.283835,-97.824204,2018-01-29
2700,E Ben White Blvd Svrd Eb & Montopolis Dr,Crash Service,30.21198,-97.712537,2018-01-29
2701,MC NEIL MERRILLTOWN RD & N MOPAC EXPY SVRD,COLLISION,30.44993,-97.697118,2018-01-29
2702,11603-11937 N Mopac Expy Nb,Crash Urgent,30.406758,-97.721799,2018-01-29
2703,N Mopac Expy Svrd Nb & W Parmer Ln,Traffic Hazard,30.419978,-97.703582,2018-01-29
2704,Lake Creek Pkwy & Mellow Meadow Dr,Crash Urgent,30.459935,-97.798058,2018-01-29
2705,2100-4124 N Ih 35 Upper Deck Sb,Crash Urgent,30.282359,-97.727907,2018-01-29
2706,W Rundberg Ln & N Lamar Blvd,Traffic Hazard,30.36314,-97.697022,2018-01-29
2707,Brodie Ln & Treadsoft Cv,COLLISION,30.168459,-97.860154,2018-01-29
2708,5400-blk Brodie Ln,COLLISION,30.230296,-97.81992,2018-01-29
2709,6300-7139 E Ben White Blvd Eb,Traffic Hazard,30.21217,-97.711404,2018-01-29
2710,4500 N Ih 35 Sb,Traffic Hazard,30.30316,-97.71455,2018-01-29
2711,Fairfield Dr & Research Blvd Svrd Nb,Traffic Hazard,30.360487,-97.716478,2018-01-29
2712,12400 N IH 35 NB,Traffic Hazard,30.40002,-97.673748,2018-01-29
2713,E 13th St & Cedar Ave,Crash Urgent,30.27585,-97.713247,2018-01-29
2714,The Lakes Blvd & N Ih 35 Svrd Nb,Crash Service,30.430202,-97.670056,2018-01-29
2715,W Howard Ln & Metric Blvd,Crash Urgent,30.426793,-97.676683,2018-01-29
2716,5900-6500 N Mopac Expy Sb,Traffic Hazard,30.340525,-97.753934,2018-01-29
2717,2408 W ANDERSON LN,Crash Service,30.356241,-97.730956,2018-01-29
2718,721 Clear Stream Xing,Crash Urgent,30.389994,-97.66702,2018-01-29
2719,2700 S Ih 35 Nb,Traffic Hazard,30.229105,-97.743808,2018-01-29
2720,3400 Guadalupe St,Traffic Impediment,30.30034,-97.739649,2018-01-29
2721,1503 Wheless Ln,Crash Service,30.320096,-97.693339,2018-01-29
2722,Cameron Rd & Ferguson Ln,Traffic Impediment,30.345813,-97.677475,2018-02-06
2723,S Us 183 Hwy Nb & Burleson Rd,Traffic Hazard,30.182873,-97.687638,2018-02-06
2724,Airport Blvd & E Koenig Ln Svrd Wb,Traffic Impediment,30.320958,-97.712973,2018-02-06
2725,700 W BEN WHITE BLVD SVRD EB,zSTALLED VEHICLE,30.226883,-97.771042,2018-02-06
2726,8400-BLK S US 183 HWY,TRFC HAZD/ DEBRIS,30.133992,-97.696223,2018-02-06
2727,3900 S Mopac Expy Nb,Crash Urgent,30.243505,-97.809321,2018-02-06
2728,N FM 973 RD & E US 290 HWY EB,COLLISION,30.349292,-97.538573,2018-02-06
2729,W 24th St & Rio Grande St,Traffic Impediment,30.287936,-97.744682,2018-02-06
2730,500-915 W Yager Ln,Crash Service,30.401027,-97.677197,2018-02-06
2731,1200 Barbara Jordan Blvd,Crash Service,30.306746,-97.709177,2018-02-06
2732,1601-1825 N Ih 35 Svrd Nb,Crash Service,30.276717,-97.73009,2018-01-30
2733,W Ben White Blvd Svrd Wb & Manchaca Rd,Crash Service,30.230361,-97.788054,2018-01-31
2734,E 4th St & Congress Ave,Crash Service,30.266209,-97.743496,2018-01-30
2735,W William Cannon Dr & W Us 290 Hwy,Traffic Impediment,30.234061,-97.864779,2018-01-30
2736,11700 - 11740 RESEARCH BLVD SVRD SB,zSTALLED VEHICLE,30.419656,-97.747433,2018-01-30
2737,2907 Castro St,Crash Urgent,30.262271,-97.707053,2018-01-30
2738,3900-4226 CALDWELL LN,TRFC HAZD/ DEBRIS,30.194871,-97.55155,2018-01-30
2739,5500 N Ih 35 Nb,Crash Urgent,30.314246,-97.707983,2018-01-30
2740,601-727 W Koenig Ln,Traffic Hazard,30.323562,-97.724032,2018-01-30
2741,6720 Millrace Dr,Crash Urgent,30.305232,-97.656781,2018-01-30
2742,12900 N Ih 35 Nb,Traffic Hazard,30.412207,-97.673734,2018-01-30
2743,8822-9815 FM 2222 RD,Traffic Hazard,30.390297,-97.828094,2018-01-30
2744,8200 Research Blvd Nb,Crash Urgent,30.355139,-97.715085,2018-01-30
2745,832-936 E RUNDBERG LN,Crash Service,30.356674,-97.685301,2018-01-30
2746,10121 Lake Creek Pkwy,zSTALLED VEHICLE,30.463144,-97.790113,2018-01-30
2747,12000 S Ih 35 Sb,zSTALLED VEHICLE,30.128008,-97.800953,2018-01-30
2748,W Parmer Ln & Lamplight Village Ave,Crash Urgent,30.415821,-97.695888,2018-01-30
2749,Anderson Mill Rd & Windy Ter,TRFC HAZD/ DEBRIS,30.457615,-97.834382,2018-01-30
2750,0 Research Sb To Mopac Sb Ramp,Traffic Hazard,30.379826,-97.739505,2018-01-30
2751,10200-10257 E Us 290 Hwy Svrd Eb,COLLISION,30.345244,-97.574763,2018-01-30
2752,Riata Vista Cir & W Parmer Ln,Traffic Hazard,30.437194,-97.736062,2018-01-30
2753,S Mopac Expy Svrd Sb & Barton Springs Rd,Crash Service,30.269423,-97.77645,2018-01-30
2754,4608 WEST GATE BLVD,Crash Urgent,30.229975,-97.800997,2018-01-30
2755,S Us 183 Hwy & S Fm 973 Rd,COLLISION,30.115334,-97.695139,2018-02-07
2756,1810 RED RIVER ST,Crash Service,30.278535,-97.732643,2017-12-18
2757,13819-13910 FM 812 RD,COLLISION WITH INJURY,30.121585,-97.636312,2017-12-18
2758,7600-7844 Burnet Rd,Traffic Impediment,30.356023,-97.730975,2017-12-18
2759,100 Congress Ave,Traffic Impediment,30.263382,-97.744567,2017-12-18
2760,1500-1949 S Pleasant Valley Rd,Crash Service,30.235262,-97.7218,2017-12-18
2761,IMMANUEL RD & E WELLS BRANCH PKWY,COLLISION WITH INJURY,30.421375,-97.619236,2017-12-18
2762,14800 N Ih 35 Sb,Traffic Hazard,30.440756,-97.66848,2017-12-18
2763,2900 W 45th St,zSTALLED VEHICLE,30.320974,-97.754264,2017-12-18
2764,101 S Sh 130 Nb,COLLISION WITH INJURY,30.242637,-97.61161,2017-12-18
2765,Bland St & Westover Rd,Crash Service,30.300877,-97.75972,2017-12-18
2766,9609-9999 BURLESON RD,COLLISION,30.173174,-97.670556,2017-12-18
2767,6509 Cooper Ln,Crash Urgent,30.200373,-97.789918,2017-12-19
2768,4901-5021 Berkman Dr,Crash Urgent,30.303755,-97.698949,2017-12-18
2769,800 E William Cannon Dr,Crash Service,30.191007,-97.771719,2017-12-18
2770,Brodie Ln & Convict Hill Rd,Crash Urgent,30.211378,-97.831945,2017-12-18
2771,4800-4954 W Us 290 Hwy Svrd Wb,COLLISION,30.233877,-97.813945,2017-12-18
2772,6200-6337 OLD LOCKHART HWY,TRFC HAZD/ DEBRIS,30.074706,-97.722591,2017-12-18
2773,900 W Yager Ln,Crash Urgent,30.401707,-97.678959,2017-12-18
2774,Travis Heights Blvd & E Monroe St,Traffic Impediment,30.244667,-97.741786,2017-12-18
2775,Sh 45 Eb & S Mopac Expy Nb,Traffic Hazard,30.172666,-97.888901,2017-12-18
2776,401-599 E Howard Ln,Crash Service,30.415532,-97.655678,2017-12-18
2777,12900 Gregg Manor Rd,BLOCKED DRIV/ HWY,30.35727,-97.561341,2017-12-18
2778,200-215 N Ih 35 Svrd Nb,Traffic Hazard,30.262406,-97.735377,2017-12-18
2779,7300 S Ih 35 Sb,Traffic Hazard,30.183124,-97.775662,2017-12-18
2780,11500 S Ih 35 Sb,Traffic Hazard,30.135477,-97.797997,2017-12-19
2781,9795-9805 E Us 290 Hwy Svrd Eb,Crash Urgent,30.334431,-97.607491,2017-12-18
2782,9629 Research Blvd Svrd Nb,Crash Service,30.389523,-97.74418,2017-12-18
2783,1400-1419 Brazos St,Crash Service,30.275771,-97.738456,2017-12-18
2784,8300 N Mopac Expy Nb,Crash Service,30.368817,-97.742149,2017-12-18
2785,11923 E US 290 HWY EB,COLLISION,30.34909,-97.542362,2017-12-18
2786,2000 W BEN WHITE BLVD WB,Traffic Hazard,30.230125,-97.788299,2017-12-19
2787,Bee Caves Rd & S Mopac Expy Svrd Sb,Traffic Hazard,30.266236,-97.782831,2017-12-18
2788,Brodie Ln & W Slaughter Ln,Traffic Impediment,30.183523,-97.849809,2017-12-18
2789,0 Northland To Mopac Sb Ramp,Traffic Hazard,30.335513,-97.756017,2017-12-18
2790,W 3rd St & Colorado St,Crash Urgent,30.265602,-97.745157,2017-12-18
2791,E Grady Dr & Jean Dr,Crash Service,30.373174,-97.683881,2017-12-18
2792,4212 Serene Hills Dr,COLLISION,30.332609,-98.000518,2017-12-18
2793,12250 Research Blvd Svrd Sb,Crash Service,30.426761,-97.755225,2017-12-18
2794,100-blk S SH 130 NB,COLLISION,30.242637,-97.61161,2017-12-18
2795,10001 S 1st St,Crash Service,30.159961,-97.800316,2017-12-18
2796,16082 N Sh 130 Sb,COLLISION WITH INJURY,30.420282,-97.58737,2017-12-18
2797,3300 N Ih 35 Sb,Traffic Hazard,30.291331,-97.721908,2018-02-27
2798,8947 Fm 2244 Rd,COLLISN/ LVNG SCN,30.318207,-97.863974,2018-02-27
2799,4823-4955 W US 290 HWY SVRD EB,COLLISN/ LVNG SCN,30.233054,-97.812825,2018-02-27
2800,3208 Red River St,Crash Service,30.291477,-97.726932,2018-02-27
2801,2513 E 2nd St,Traffic Impediment,30.254842,-97.71508,2018-02-27
2802,3000-3009 DUVAL RD,Crash Urgent,30.407926,-97.715858,2018-02-27
2803,0 Airport Nb To Ih 35 Sv Nb Ramp,Traffic Hazard,30.302455,-97.714378,2018-02-27
2804,8661 Spicewood Springs Rd,Crash Service,30.433747,-97.771226,2018-02-27
2805,E RUNDBERG LN & N IH 35 SVRD NB,Crash Urgent,30.3579,-97.687501,2018-02-27
2806,3326-3498 E Sh 71 Svrd Eb,Traffic Hazard,30.199915,-97.634893,2018-02-27
2807,6900 N Ih 35 Sb,Traffic Hazard,30.330291,-97.705467,2018-02-28
2808,N QUINLAN PARK RD & N FM 620 RD,COLLISION,30.389777,-97.88226,2018-02-27
2809,Plains Trl & W Braker Ln,Crash Urgent,30.384773,-97.692834,2017-12-18
2810,6200-6508 S Ih 35 Svrd Sb,Crash Urgent,30.192129,-97.76971,2018-01-30
2811,18012-18911 Fm 969 Rd,TRFC HAZD/ DEBRIS,30.252968,-97.531730,2017-10-21
2812,North Bend Dr & N Lamar Blvd,Crash Urgent,30.384496,-97.684997,2017-10-21
2813,724 N LAMAR BLVD,Crash Service,30.272541,-97.753469,2017-10-21
2814,1100 W Ben White Blvd Wb,Traffic Hazard,30.227784,-97.776906,2017-10-21
2815,10500-11012 N SH 130 SB,Traffic Hazard,30.328096,-97.584380,2017-10-21
2816,12151-12331 N Mopac Expy Nb,Crash Urgent,30.416853,-97.705285,2017-10-21
2817,13450 N Us 183 Hwy Svrd Sb,Crash Urgent,30.447854,-97.790730,2017-10-21
2818,W Slaughter Ln & Wolftrap Dr,Traffic Impediment,30.186682,-97.855035,2017-10-21
2819,0 N Ih 35 Svrd Nb At 41st Trn,Crash Service,30.298376,-97.717422,2017-10-21
2820,Berkman Dr & E Us 290 Hwy Svrd Wb,zSTALLED VEHICLE,30.321914,-97.689035,2017-10-21
2821,500-530 BASTROP HWY SB,Crash Service,30.237119,-97.686768,2017-10-21
2822,6100-6325 FM 2244 RD,COLLISION WITH INJURY,30.296084,-97.829490,2017-10-21
